SMILES,pIC50,num_atoms,logP
CS(=O)(=O)c1cc[n+]([O-])c2ccccc12,0.13,15,0.8767
N#CCc1cccs1,0.02,8,1.81418
O=NN1CCCCCCC1,0.01,10,1.9339
O=NN1CCCCCCCC1,0,11,2.324
CNC(=O)Nc1cccc(Cl)c1,0.01,12,2.0913
CN(C)C(=O)Nc1ccc(Br)cc1,0,13,2.5426
c1cnc(N2CCNCC2)nc1,,12,-0.1138
CC(=O)OC1CC2C(CCC3CC(OC4CC(O)C(OC5CC(O)C(OC6CC(O)C(O)C(C)O6)C(C)O5)C(C)O4)CCC32C)C2(O)CCC(C3=CC(=O)OC3)C12C,0,58,2.7889
O=C(O)c1ccccc1Nc1cccc(O)c1,0,17,2.834
CSc1nnc(CCC(C)C)c(=O)n1N,0.22,15,0.6626
CSc1nnc(C2CCCCC2)c(=O)n1N,0.08,16,1.1217
CCCCCCc1nnc(SC)n(N)c1=O,0.06,16,1.1968
CNc1nnc(C(C)C)c(=O)n1N,,13,-0.4828
CSc1nnc(C2CCCCO2)c(=O)n1N,0.48,16,0.3156
CCc1nnc(SC)n(N)c1=O,,12,-0.3636
CCCc1nnc(SC)n(N)c1=O,0.94,13,0.0265000000000001
CSc1nnc(C(C)C)c(=O)n1N,0.63,13,0.1974
CSc1nnc(CC(C)C)c(=O)n1N,0.53,14,0.2725
CSc1nnc(-c2ccccc2)c(=O)n1N,0.18,16,0.741
CSc1nnc(C(C)(C)C)c(=O)n1N,0.43,14,0.3715
Cc1ncc([N+](=O)[O-])n1CCO[N+](=O)[O-],0.49,15,0.30802
Cc1nc([N+](=O)[O-])c(Br)n1C,0.04,11,1.39922
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)CC2(C)C,0,19,4.79262000000001
CCC1(CC=C(C)C)C(=O)NC(=O)NC1=O,0.08,16,1.1051
CN(C)c1ccc2ccccc2n1,0.01,13,2.3008
COC(=O)C(Cc1ccccc1)NC(C)=O,0.12,16,0.9068
Cc1ccc([N+](=O)[O-])cn1,0.05,10,1.29822
Cc1nc(N)nc(C(Cl)(Cl)Cl)n1,0.03,12,1.58892
CCN(CC)CCC(=O)Nc1c(C)cccc1C,0,18,2.97384
CCN(CC)CCCC(=O)Nc1c(C)cccc1C,0,19,3.36394
Cc1cccc(C)c1NC(=O)CN(C)C,0.02,15,1.80354
COC1C(OC(C)=O)CC(=O)OC(C)CC=CC=CC(=O)C(C)CC(CC=O)C1OC1OC(C)C(OC2CC(C)(O)C(OC(=O)CC(C)C)C(C)O2)C(N(C)C)C1O,0,58,3.22160000000001
NC(=O)c1[nH]cnc1N=NN(CCO)CCO,,17,-1.2061
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1O,0.11,20,0.9546
O=C(O)CCc1nc(-c2ccccc2)c(-c2ccccc2)o1,0,22,4.0258
CCCC(=O)NC1CC(C)(C)N(O)C(C)(C)C1,0,17,2.3135
COc1ccc(N2C(N)=NC(N)=NC2(C)C)cc1,0.13,18,0.8807
Cc1cccc(Cl)c1C(=O)O,0,11,2.34662
CC(=O)Nc1c(C)cccc1Cl,0,12,2.60682
CC(=O)Nc1cnccn1,0.37,10,0.435
CCNC(=O)c1ccco1,0.09,10,1.0293
CCC1(c2ccccc2)C(=O)NC(=O)N1S(=O)(=O)c1ccccc1,0.01,24,2.2326
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccccc1,0,28,2.8709
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccc([N+](=O)[O-])cc1,0,31,2.7791
Cc1nc(Br)c([N+](=O)[O-])n1C,0.04,11,1.39922
CN(C)N=Nc1[nH]ncc1C(N)=O,0.85,13,0.0688999999999999
COC1CC2(C)C(O)CCC2C2CCc3cc(O)ccc3C12,0,22,3.2341
CN(N=O)C(=O)Nc1ccccc1,0.01,13,1.8317
N#CSCSc1nc2ccccc2s1,0,14,3.56018
S=C1CCCCCCCN1,0.01,10,2.2576
CC(=O)OCC1=C(C(=O)O)N2C(=O)C(NC(=O)CSc3ccncc3)C2SC1,0.33,28,0.475400000000001
COP(=S)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,0,20,5.4161
N#Cc1ccc(NC(=O)N=C(N)N)cc1Cl,0.1,16,1.01698
CCCCCCCCCCCc1cccc(O)c1O,0,19,5.17110000000001
N=C(N)NC(=O)Nc1ccc(Cl)c(Cl)c1,0.01,15,2.00837
CCNc1nc(Cl)nc(NC(C)(C)C#N)n1,0.02,16,1.67088
C[N+](C)(C)CC1CCCC1,0.01,10,1.8828
CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,0.02,20,1.8118
CC(=O)OC(c1ccc(Cl)c(Cl)c1)C(Cl)(Cl)Cl,0,17,4.9678
C=CCOCC(O)Cn1ccnc1[N+](=O)[O-],0.44,16,0.3548
O=[N+]([O-])c1nccn1CC(O)COCC(F)(F)F,0.19,18,0.7311
COCC(=O)Cn1ccnc1[N+](=O)[O-],0.98,14,0.00680000000000036
O=[N+]([O-])c1nccn1CC(O)COc1ccccc1,0.06,19,1.2312
COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OCc1ccccc1,0,27,2.828
COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-],0.01,25,2.1756
CCOC(=O)n1cc(F)c(=O)[nH]c1=O,,14,-0.3197
CCOP(=S)(OCC)Oc1ccc(SC)c(Cl)c1,0,18,4.7382
COc1cccc(OC)c1C(N)=O,0.16,13,0.8027
O=C1CCC(c2ccccc2)(C2CCN(Cc3ccccc3)CC2)C(=O)N1,0,27,3.2732
C=C1C(=O)OC2C1C(OC(=O)C=C(C)C)CC1=CC(CC3(C)OC23)OC1=O,0.02,27,1.7653
O=[N+]([O-])c1cc2ccccc2nn1,0.03,13,1.538
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)C(=O)N1,0.05,21,1.3387
NC(=O)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],0.38,18,0.4219
CSc1cnccn1,0.06,8,1.1985
CSc1cnc2ccccc2n1,0,12,2.3517
Nc1nc(C=Cc2ccc([N+](=O)[O-])o2)no1,0.05,16,1.3234
NS(=O)(=O)c1ccc([N+](=O)[O-])c(C(F)(F)F)c1,0.05,17,1.261
CNC(=O)Oc1ccc(C(=O)OC)cc1,0.06,15,1.1914
CCc1cc(OC)c(CC(C)N)cc1OC,0.01,16,2.1559
O=C(CN1CCCCC1)Nc1ccc(Cl)c(Cl)c1,0,18,3.4178
CCCCOC(=O)C=Cc1ccc(O)c(O)c1,0,17,2.4543
NNC(=O)c1ccc2c(c1)OCO2,0.96,13,0.0187999999999995
Brc1ccoc1,0.01,6,2.0421
O=Cc1ccc(OCC(=O)O)cc1,0.11,13,0.9625
CC(=O)c1cnccn1,0.21,9,0.6792
NC1(C(=O)O)CC1,,7,-0.4377
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,0,19,3.1057
C=CCOc1ccc(CC(=O)O)cc1Cl,0,15,2.5319
ClC1CC(Cl)C(Cl)C(Cl)C1Cl,0,11,3.4271
CNC(=O)Nc1ccc(C)c(Cl)c1,0,13,2.39972
CCOC(=O)CNC(=O)CCCCSc1ncnc2nc[nH]c12,0.05,23,1.2946
CCOC(=O)CNC(=O)CNC(=O)CCCCSc1ncnc2nc[nH]c12,0.39,27,0.4108
COc1ccc2cc(C(C)C(=O)O)ccc2c1,0,17,3.0365
CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1,0,19,4.23832
Clc1c(Cl)c(Cl)c(Oc2ccccc2)c(Cl)c1Cl,0,18,6.7459
O=C1NC(=O)C(c2ccccc2)C(=O)N1,0.73,15,0.1362
CC(C)c1nnc(S)n(N)c1=O,,12,-0.2358
Cn1nnc2ccccc2c1=O,0.47,12,0.3285
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,0,21,3.3712
O=C(c1ccccc1Cl)N1CCCCC1,0,15,2.9661
CCCCCCC(=O)NN,0.11,10,0.9467
CC(N)CCc1ccccc1,0.01,11,1.9664
CC(CN1CCCCC1)C(=O)c1ccccc1,0,17,2.9913
Cc1cc(O)c(N(C)C)nn1,0.28,11,0.55662
Cc1cc(=O)c(=O)[nH][nH]1,,9,-0.62838
CCOC(=O)C(=Cc1ccc([N+](=O)[O-])cc1)C(=O)OCC,0.01,21,2.1044
CCOC(=O)C(=Cc1ccc(Br)cc1)C(=O)OCC,0,19,2.9587
NC(=O)CCOc1ccccc1,0.11,12,0.9408
CC(=O)Nc1ccc2ncccc2c1,0.01,14,2.1932
O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,0,18,3.0356
O=[N+]([O-])c1ccc2c(c1)-c1ccc([N+](=O)[O-])c3cccc-2c13,0,22,4.3036
O=C(c1ccncc1)c1ccccc1O,0.01,15,2.0182
O=C1CC(=O)C(c2ccccc2)O1,0.06,13,1.2437
Cc1ccccc1C(=N)c1ccccc1,0,15,3.41119
Cc1ccccc1C(=N)c1ccccc1C,0,16,3.71961
Cc1cccc(C)c1C(=N)c1ccccc1,0,16,3.71961
CCc1oc(C)cc(=O)c1O,0.06,11,1.21622
CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,0.01,22,2.27486
O=C(Cn1ccnc1[N+](=O)[O-])NCCO,,15,-1.1002
CC1=NS(=O)(=O)c2c(Cl)cccc2N1,0.01,14,1.8726
Brc1cc(Br)c(N=C2NCCN2)c(Br)c1,0,15,3.1544
CCCC(=O)N1CCCC1=O,0.12,11,0.9355
NC(=O)c1cccc(Br)c1,0.03,10,1.548
O=C(c1ccccc1)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,0,22,3.1791
O=C(c1ccccc1)c1cccc(NS(=O)(=O)C(F)F)c1,0,21,2.8819
CCCCOC(=O)c1cc(=O)[nH]c(=O)[nH]1,0.95,15,0.0200999999999999
CNC(=O)Oc1cccc2c1OC(C)(C)O2,0.01,16,1.9121
COC(=O)c1ccc(S(N)(=O)=O)cc1,0.76,14,0.1206
COC(=O)Cn1ccnc1[N+](=O)[O-],,13,-0.0357000000000002
CC(=O)Nc1ccc(S(C)(=O)=O)cc1,0.09,14,1.0485
O=C(O)C(F)(F)C(F)F,0.11,9,0.9714
CC(=O)Nc1cc(C)c(O)c(C)c1,0.01,13,1.96744
NC(=O)Cn1ccnc1[N+](=O)[O-],,12,-0.7234
COC(=O)c1ccsc1,0.03,9,1.5347
S=C1CCCCCCN1,0.01,9,1.8675
CCNc1nc(NC(C)C(C)C)nc(SC)n1,0,17,2.4817
CCNc1nc(Cl)nc(NC2CC2)n1,0.03,14,1.5311
CC(C)Nc1nc(Cl)nc(NC2CC2)n1,0.01,15,1.9196
O=C(Cn1ccnc1[N+](=O)[O-])NCc1ccccc1,0.08,19,1.1077
O=C(OCCOCCOCCO)c1ccccc1,0.14,18,0.8689
CC(C)(C)NCC(O)c1cc(O)cc(O)c1,0.03,16,1.5193
C#CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,0,22,3.4492
CCN(CC)CCC(=O)Nc1ccc(N)cc1,0.01,17,1.9392
O=CNC(=O)C1CCC1,0.87,9,0.0590999999999995
CC(=O)Nc1cccc(Cl)c1Cl,0,12,2.9518
N#Cc1ccc2nccnc2c1,0.03,12,1.50148
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1CC(F)(F)F,0,24,4.0863
CN(C)c1nnc(-c2ccccc2)c2ccccc12,0,19,3.3628
Cc1nc(N(C)C)nc(OC(=O)N(C)C)c1C,0.06,17,1.21984
CNC(=O)ON=C(SC)C(=O)N(C)C,0.78,14,0.1071
CNC(=O)Nc1cccc(OC)c1,0.04,13,1.4465
NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC=N2,,16,-0.7143
NS(=O)(=O)c1cc2c(cc1C(F)(F)C(F)(F)F)N=CNS2(=O)=O,0.11,23,0.939800000000001
NS(=O)(=O)c1cc2c(cc1[N+](=O)[O-])N=CNS2(=O)=O,,19,-0.806099999999999
NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NCN2,,16,-1.0047
NS(=O)(=O)c1cc2c(cc1Br)NCNS2(=O)=O,,17,-0.2422
CC(C)(C)C1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.09,21,1.0634
NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC(CC1CCCC1)N2,0.11,22,0.9442
NS(=O)(=O)c1ccc2c(c1)S(=O)(=O)NC(C(Cl)Cl)N2,0.68,19,0.1676
NS(=O)(=O)c1cc2c(cc1[N+](=O)[O-])NCNS2(=O)=O,,19,-1.0965
CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,0,21,4.1574
O=C1NC(=O)C(Cc2ccccc2)(Cc2ccccc2)N1,0.01,21,2.05
Cc1cccc(Cl)c1Nc1ccccc1CC(=O)O,0,19,4.01912
CSc1ccc2c(c1)C(c1ccccc1)=NCC(=O)N2C,0,21,3.2223
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,1,39,0.0012999999999993
CC(C)N1CCOC(c2ccccc2)C1,0,15,2.4683
S=C=Nc1ccc(Nc2ccccc2)cc1,0,16,4.1645
CC=CC#CC=C1C=CC(=O)O1,0.03,12,1.5628
OC(C1CO1)C(O)C1CO1,,10,-1.4942
CC1C(C)N(N=O)C(C)C(C)N1N=O,0.03,14,1.5208
CC(=O)NC(CO)C(N)=O,,10,-2.0313
CCOC(=O)CNC(=O)CNC(=O)CNC(=O)CCCCSc1ncnc2nc[nH]c12,,31,-0.472999999999998
CCCCOC(=O)CNC(=O)CCCCSc1[nH]cnc2ncnc1-2,0.01,25,2.0264
CCOC(=O)C(C)NC(=O)CCCCSc1ncnc2nc[nH]c12,0.02,24,1.6831
CSc1ccc(NS(=O)(=O)C(F)(F)F)cc1,0,16,2.67
CS(=O)(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,0.04,18,1.3516
CS(=O)(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,0.04,18,1.3516
CC(=O)c1cccc(NS(=O)(=O)C(F)(F)F)c1,0.01,17,2.1507
O=S(=O)(Nc1cccc(O)c1)C(F)(F)F,0.02,15,1.6537
CC(=O)c1ccc(NS(=O)(=O)C(F)(F)F)cc1,0.01,17,2.1507
O=S(=O)(Nc1ccc(Cl)cc1Cl)C(F)(F)F,0,16,3.2549
O=S(=O)(Nc1ccc(F)cc1)C(F)(F)F,0.01,15,2.0872
O=S(=O)(Nc1cccc(F)c1)C(F)(F)F,0.01,15,2.0872
O=S(=O)(Nc1cccc(Cl)c1)C(F)(F)F,0,15,2.6015
O=S(=O)(Nc1ccc(Cl)cc1)C(F)(F)F,0,15,2.6015
O=S(=O)(Nc1cccc(Br)c1)C(F)(F)F,0,15,2.7106
O=S(=O)(Nc1ccc(I)cc1)C(F)(F)F,0,15,2.5527
O=S(=O)(Nc1cccc(C(F)(F)F)c1)C(F)(F)F,0,18,2.9669
O=S(=O)(Nc1ccc(C(F)(F)F)cc1)C(F)(F)F,0,18,2.9669
O=S(=O)(Nc1ccc(F)cc1F)C(F)(F)F,0.01,16,2.2263
COc1cccc(NS(=O)(=O)C(F)(F)F)c1,0.01,16,1.9567
COc1ccc(NS(=O)(=O)C(F)(F)F)cc1,0.01,16,1.9567
CCOC(=O)CC(NC(=O)CCCCSc1ncnc2nc[nH]c12)C(=O)OCC,0.02,29,1.6164
CCOc1ccccc1OC(=O)NC,0.02,14,1.8035
O=C(C=Cc1ccc2c(c1)OCO2)N1CCCCC1,0,19,2.441
O=c1nc(-c2ccccc2)c2ccccc2[nH]1,0,17,2.5901
O=c1ccnc2ccccn12,0.2,11,0.6945
Cc1cccc2nccc(=O)n12,0.1,12,1.00292
Cc1cccn2c(=O)ccnc12,0.1,12,1.00292
Cc1ccc2nccc(=O)n2c1,0.1,12,1.00292
CN(C)N=Nc1ccc(C#N)cc1,0.01,13,2.11858
O=C(Cc1ccccc1)Nc1cccc(O)c1,0,17,2.5734
CC(=O)Nc1cc[n+]([O-])c2ccccc12,0.04,15,1.4316
CCOP(=S)(OCC)Oc1cc(C)nc(N(CC)CC)n1,0,21,3.30752
CC(C)C(=O)NC(N)=O,,9,-0.1627
COP(=O)(OC)OC1=C(Cl)C2C=CCC12,0,15,3.0602
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,0.02,22,1.7922
CC(C)c1cnc([N+](=O)[O-])n1C,0.04,12,1.4517
Cc1cnc([N+](=O)[O-])n1CCO,0.81,12,0.0920199999999998
CCCCCCOC(=O)c1cccnc1,0,15,2.8187
O=P(O)(O)CN(CCCCCCN(CP(=O)(O)O)CP(=O)(O)O)CP(=O)(O)O,,28,-0.3084
COC(=O)c1cncc(Cl)n1,0.12,11,0.9166
CCOC(=O)c1ccc(OCC)cc1,0.01,14,2.262
COc1ccc(CC(C)N)c(OC)c1,0.03,14,1.5935
Cc1cc2c(OCC(O)CNC(C)C)cccc2[nH]1,0.01,19,2.21402
CC(=O)Nc1ccc2cccccc1-2,0,14,2.7498
OC(c1ccccc1)C1CCCCN1,0.01,14,1.8621
CCC(CC)(C(N)=O)c1ccc2c(c1)OCO2,0.01,17,1.9584
NC1=NC(C(F)(F)F)(C(F)(F)F)NC1(C(F)(F)F)C(F)(F)F,0,22,2.6311
CC(C)CN(CC(C)C)C(=O)C=Cc1ccc2c(c1)OCO2,0,22,3.5691
COC(=O)c1cncc(OC)n1,0.53,12,0.2718
NS(=O)(=O)c1ccc(Cl)c(Cl)c1,0.02,12,1.6408
Clc1ccc(N=C2NCCN2)c(Cl)c1,0.01,14,2.1737
O=C(NC(CO)C(O)c1ccc(-c2ccccc2)cc1)C(Cl)Cl,0,23,2.6678
O=C(NC(CO)C(O)c1ccc(Br)cc1)C(Cl)Cl,0.02,18,1.7633
N#Cc1ccc(C(O)C(CO)NC(=O)C(Cl)Cl)cc1,0.13,19,0.87248
N#CCC(=O)NC(CO)C(O)c1ccc([N+](=O)[O-])cc1,0.96,20,0.0189800000000003
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(OC(C)=O)C1(C)O,0,54,2.35640000000001
Cc1cc(-n2c(=O)cc(C)n2C)nc(C)n1,0.13,16,0.89126
COc1cc(-n2c(=O)cc(C)n2C)nc(C)n1,0.26,17,0.59144
COc1nc(C)cc(-n2[nH]c(C)cc2=O)n1,0.26,16,0.58104
Cc1cc(C)nc(-n2c(C)cc(=O)n2C)n1,0.13,16,0.89126
COc1cc(-n2c(C)cc(=O)n2C)nc(C)n1,0.26,17,0.59144
COc1cc(C)n(-c2ccncn2)n1,0.1,14,0.97932
COc1cc(C)n(-c2cc(C)nc(C)n2)n1,0.03,16,1.59616
COc1cc(-n2nc(C)cc2OC)nc(C)n1,0.05,17,1.29634
COc1cc(C)n(-c2nc(C)cc(C)n2)n1,0.03,16,1.59616
COc1cc(OC)nc(-n2[nH]c(=O)cc2C)n1,0.52,17,0.28122
COc1cc(-n2nc(C)cc2OC)nc(OC)n1,0.1,18,0.99652
COc1cc(-n2c(=O)cc(C)n2C)ncn1,0.52,16,0.28302
COc1cc(-n2[nH]c(C)cc2=O)ncn1,0.53,15,0.27262
COc1ccnc(-n2nc(C)cc2OC)n1,0.1,16,0.98792
CCCCc1c(C)nc(NCC)nc1O,0.01,15,2.26502
C#CC(C)(C)NC(=O)c1cc(Cl)cc(Cl)c1,0,16,3.135
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,0.01,19,2.16972
c1ccc(C2CNCCO2)cc1,0.04,12,1.3475
OCCOc1c(Br)cc(Br)cc1Br,0,13,3.3452
CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,0,20,2.9436
O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,0,15,2.6468
CC(=O)Nc1ccc(Br)cc1C,0,12,2.71592
Cc1nccnn1,0.66,7,0.18002
COC(=O)C1C(C=C(C)C)C1(C)C,0,13,2.3978
CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,0,21,4.1983
CN1CCN2c3ccccc3Cc3ccccc3C2C1,0,20,3.0839
CC1(C)NC(=Nc2ncc([N+](=O)[O-])s2)OC1(C)C,0.01,18,2.2158
O=[N+]([O-])c1cnc(N=C2NCCO2)s1,0.22,14,0.6586
O=[N+]([O-])c1cnc(N=C2OCCN2CCO)s1,0.43,17,0.3633
O=[N+]([O-])c1cnc(N=C2SCCN2CCO)s1,0.08,17,1.0799
O=[N+]([O-])c1cnc(N=C2NCCN2)s1,0.59,14,0.2316
O=[N+]([O-])c1cnc(NC2=NCCN2CCO)s1,0.75,17,0.1271
COC(COC(N)=O)C1=C(N2CC2)C(=O)C(C)=C(N2CC2)C1=O,,23,-0.592199999999999
CCCNC(=O)c1cc2ccccc2o1,0,15,2.5726
O=C1CC(c2ccc(O)c(O)c2)Oc2cccc(O)c21,0,20,2.5099
NC(=O)C1CCCN1C(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1,,26,-1.8081
C[N+]1(C)CCCCC1,0.06,8,1.2467
CC(C)CC(=O)NN,0.95,8,0.0224000000000001
CCC1CC2C3CCC4=CC(=O)CCC4C3CCC2(C)C1C(=O)CO,0,25,3.9419
OCC1c2ccccc2-c2ccccc21,0,15,2.7912
CCOC(=O)C(=Cc1ccccc1C)C(=O)OCC,0,19,2.50462
CCOC(=O)C(=Cc1ccc(O)c(OC)c1)C(=O)OCC,0.01,21,1.9104
COP(N)(=S)Oc1ccccc1C(=O)OC(C)C,0,18,2.4602
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O,0.7,30,0.1539
CCCCCCOc1cc(N)ccc1C(=O)O,0,17,2.9261
Clc1ccc2c(ccc3ccccc32)c1,0,15,4.6464
CC1(C)C(=O)NC(=O)NC1=O,,11,-0.6214
NC(=O)c1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0.06,19,1.2005
Clc1c(Cl)c(Cl)c2c(oc3ccccc32)c1Cl,0,17,6.1996
C=CC(=O)OCCCOC(=O)C=C,0.15,13,0.8349
CCOP(=O)(OCC)Oc1ccc(SC)cc1Cl,0,18,4.6218
CCC(=O)NN,,6,-0.6137
CCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.04,16,1.3478
CC(C)c1cccc(C(C)C)c1N,0,13,3.5156
CC(=O)Nc1ccc(Oc2ccccn2)cc1,0,17,2.8323
O=CNc1nc(-c2ccc([N+](=O)[O-])o2)cs1,0.01,16,1.8796
O=C(Nc1ccc(Br)cc1)C(F)(F)F,0,14,2.9499
CCOC(=O)c1ccc(NC(=O)C(F)(F)F)cc1,0,18,2.3641
O=C(NC1CC1)c1cc(N2CC2)c([N+](=O)[O-])cc1[N+](=O)[O-],0.06,21,1.2152
CCCOC(=O)NCCCN(C)C,0.08,13,1.0743
CN1CCN(CC(=O)NN=Cc2ccc([N+](=O)[O-])o2)CC1,,21,-0.114699999999999
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)COC(=O)CC(C)(C)C,0,35,3.8828
Nc1ccc(S(=O)(=O)N2C(=O)NC(=O)C2(c2ccccc2)c2ccccc2)cc1,0,29,2.4531
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccc(Cl)cc1,0,29,3.5243
Cc1ccccc1S(=O)(=O)N1C(=O)NC(=O)C1(c1ccccc1)c1ccccc1,0,29,3.17932
Clc1nonc1-c1ccccc1,0,12,2.39
COc1cc(Cc2cnc(N)nc2N)cc(C)c1OC,0.03,20,1.55742
ClC(Cl)(Cl)c1nc(NCc2ccccc2)nc(C(Cl)(Cl)Cl)n1,0,22,5.1371
CCCNc1nc(C)nc(C(Cl)(Cl)Cl)n1,0,15,2.82862
CC(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(N)=O,0.11,26,0.9466
CNc1nc(C)nc(C(Cl)(Cl)Cl)n1,0.01,13,2.04842
CNC(=O)C1CCCN1C(C)=O,,12,-0.256700000000001
CCC(CC)COC(N)=O,0.03,10,1.5179
COc1cc(Br)c(Cc2cnc(N)nc2N)cc1OC,0.01,20,2.0115
Clc1cc(Cl)cc(Oc2ccccc2)c1,0,15,4.7857
Clc1ccc(Cl)c(Oc2ccccc2)c1,0,15,4.7857
Clc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1,0,16,5.4391
N#Cc1cccc(C=O)c1,0.04,10,1.37078
COP(=O)(Oc1cc(Cl)c(Br)cc1Cl)c1ccccc1,0,20,5.2997
CC(C)c1ccccc1OC(=O)N(C)C,0,15,2.8704
O=C(O)CN1C(=O)C=CC1=O,,11,-1.004
CSC(=O)Nc1ccc(Cl)c(Cl)c1,0,13,3.8883
CC(C)N1C(=O)c2ccccc2NS1(=O)=O,0.06,16,1.2075
CCOC(=O)Cn1c(=O)sc2cccc(Cl)c21,0.01,17,2.2795
CC(=O)Nc1ccccc1C#N,0.03,12,1.51668
CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CCl,0,28,3.1422
CCC(=O)OC1(C(=O)CBr)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,0,32,4.4674
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,32,4.1031
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,0,33,4.4932
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,0,32,4.3724
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,0,32,4.3113
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(=O)CC21C,0,33,4.70140000000001
O=C(NC(CO)C(O)c1ccccc1)C(Cl)Cl,0.1,17,1.0008
CC(C)c1ccccc1OCC(=O)O,0.01,14,2.2734
Cc1cn(C2CC(O)C(CN)O2)c(=O)[nH]c1=O,,17,-1.54788
c1ccc(CCCc2ccccc2)cc1,0,15,3.8619
Cc1cc(Cl)cc(Cl)c1,0,9,3.30182
CCC(Oc1ccc(Cl)cc1C)C(=O)O,0,15,2.89042
O=C(O)Cc1ccc(C2CCCC2)cc1,0,15,2.9713
COC(=O)Nc1ccccc1Br,0,12,2.6274
COC(=O)Nc1cccc(Br)c1,0,12,2.6274
C[N+](C)(C)Cc1cccc(Cl)c1,0,12,2.5462
O=C(Nc1ccccc1)NS(=O)(=O)c1ccc(Cl)cc1,0,20,2.8504
COc1ccc(NC(N)=O)cc1Cl,0.01,13,1.8392
CN(C)C(=O)c1cnc2ccccc2c1,0.01,15,1.9366
Nc1cccc(Nc2ccccc2C(=O)O)c1,0,17,2.7106
CCOP(=S)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,0,22,3.8896
CC(=O)c1c[nH]c2ccccc12,0,12,2.3705
CCOC(=O)C(=Cc1ccccc1)NC=O,0.05,16,1.3366
CCSC(=O)COc1ccc(Cl)cc1C,0,15,3.30692
Clc1ccc(Cl)c(-c2ccccc2Cl)c1,0,15,5.3138
CNC(=O)N(C)c1nnc(C(F)(F)F)s1,0.05,15,1.3325
CCCOP(C)(=S)OCCC,0,11,2.7789
